timestamp,open,high,low,close,volume,sentiment_score
2016-01-06 06:00:00+00:00,48.245,48.303,47.848,48.253,4877,0.1617647058823529
2016-01-06 07:00:00+00:00,48.263,48.303,47.963,48.014,41628,0.1617647058823529
2016-01-06 08:00:00+00:00,48.085,48.259,47.857,48.111,46778,0.1617647058823529
2016-01-06 09:00:00+00:00,48.139,48.905,47.972,48.156,4925996,0.1617647058823529
2016-01-06 10:00:00+00:00,48.156,48.219,47.892,48.082,5959048,0.1617647058823529
2016-01-06 11:00:00+00:00,48.085,48.188,47.644,48.023,5594973,0.1617647058823529
2016-01-06 12:00:00+00:00,48.041,48.223,47.936,48.063,2516270,0.1617647058823529
2016-01-06 13:00:00+00:00,48.068,48.143,47.812,47.943,2810200,0.1617647058823529
2016-01-06 14:00:00+00:00,47.952,48.161,47.529,47.673,5141742,0.1617647058823529
2016-01-06 15:00:00+00:00,47.686,48.046,47.591,47.965,7768867,0.1617647058823529
2016-01-06 16:00:00+00:00,47.952,48.081,47.883,47.987,2641293,0.1617647058823529
2016-01-06 17:00:00+00:00,48.014,48.081,47.883,47.934,14373,0.1617647058823529
2016-01-06 19:00:00+00:00,48.023,48.081,47.936,48.032,5962,0.1617647058823529
2016-01-07 04:00:00+00:00,47.562,47.602,46.492,46.701,4748,0.0621468926553672
2016-01-07 05:00:00+00:00,46.692,46.731,46.634,46.683,500,0.0621468926553672
2016-01-07 06:00:00+00:00,46.586,46.82,46.457,46.506,17676,0.0621468926553672
2016-01-07 07:00:00+00:00,46.542,46.829,46.457,46.701,30805,0.0621468926553672
2016-01-07 08:00:00+00:00,46.71,46.82,46.297,46.745,115014,0.0621468926553672
2016-01-07 09:00:00+00:00,46.71,47.025,46.138,46.772,8093548,0.0621468926553672
2016-01-07 10:00:00+00:00,46.772,47.491,46.554,47.282,8607290,0.0621468926553672
2016-01-07 11:00:00+00:00,47.291,47.353,46.776,46.879,4781189,0.0621468926553672
2016-01-07 12:00:00+00:00,46.893,46.98,46.731,46.816,3047436,0.0621468926553672
2016-01-07 13:00:00+00:00,46.823,46.909,46.364,46.515,5247170,0.0621468926553672
2016-01-07 14:00:00+00:00,46.524,46.776,46.288,46.515,5752162,0.0621468926553672
2016-01-07 15:00:00+00:00,46.515,46.853,46.226,46.293,11516317,0.0621468926553672
2016-01-07 16:00:00+00:00,46.284,46.742,46.226,46.302,5458481,0.0621468926553672
2016-01-07 17:00:00+00:00,46.302,46.43,46.235,46.284,645682,0.0621468926553672
2016-01-07 18:00:00+00:00,46.284,46.394,46.164,46.258,4952,0.0621468926553672
2016-01-07 19:00:00+00:00,46.346,46.394,46.164,46.231,4062,0.0621468926553672
2016-01-08 05:00:00+00:00,46.932,46.971,46.758,46.808,1410,0.2030651340996168
2016-01-08 06:00:00+00:00,46.63,46.669,46.528,46.577,1475,0.2030651340996168
2016-01-08 07:00:00+00:00,46.595,46.749,46.536,46.675,29559,0.2030651340996168
2016-01-08 08:00:00+00:00,46.71,47.149,46.563,46.763,157062,0.2030651340996168
2016-01-08 09:00:00+00:00,46.825,47.033,46.226,46.976,7919343,0.2030651340996168
2016-01-08 10:00:00+00:00,46.985,47.153,46.448,46.568,6702789,0.2030651340996168
2016-01-08 11:00:00+00:00,46.577,47.016,46.209,46.941,5165199,0.2030651340996168
2016-01-08 12:00:00+00:00,46.95,47.255,46.793,47.082,4370439,0.2030651340996168
2016-01-08 13:00:00+00:00,47.083,47.309,46.851,46.985,5686148,0.2030651340996168
2016-01-08 14:00:00+00:00,47.003,47.104,46.722,46.861,5203903,0.2030651340996168
2016-01-08 15:00:00+00:00,46.861,46.98,46.297,46.417,7902704,0.2030651340996168
2016-01-08 16:00:00+00:00,46.426,46.813,46.279,46.471,3216237,0.2030651340996168
2016-01-08 17:00:00+00:00,46.462,46.518,46.279,46.417,12855,0.2030651340996168
2016-01-08 18:00:00+00:00,46.338,46.51,46.279,46.462,559,0.2030651340996168
2016-01-08 19:00:00+00:00,46.426,46.51,46.279,46.355,5344,0.2030651340996168
2016-01-11 04:00:00+00:00,46.409,46.447,46.35,46.4,100,0.1345029239766081
2016-01-11 06:00:00+00:00,46.426,46.465,46.368,46.417,600,0.1345029239766081
2016-01-11 08:00:00+00:00,46.621,46.794,46.563,46.683,17227,0.1345029239766081
2016-01-11 09:00:00+00:00,46.692,46.927,46.386,46.502,3365547,0.1345029239766081
2016-01-11 10:00:00+00:00,46.506,46.652,46.098,46.196,4335723,0.1345029239766081
2016-01-11 11:00:00+00:00,46.204,46.687,46.084,46.475,3796191,0.1345029239766081
2016-01-11 12:00:00+00:00,46.488,46.545,45.898,46.059,4461324,0.1345029239766081
2016-01-11 13:00:00+00:00,46.071,46.19,45.615,45.752,3963535,0.1345029239766081
2016-01-11 14:00:00+00:00,45.756,46.243,45.597,46.047,4416482,0.1345029239766081
2016-01-11 15:00:00+00:00,46.063,46.696,45.792,46.391,7278188,0.1345029239766081
2016-01-11 16:00:00+00:00,46.4,46.438,46.253,46.382,2584115,0.1345029239766081
2016-01-11 17:00:00+00:00,46.4,46.438,46.288,46.337,224480,0.1345029239766081
2016-01-11 18:00:00+00:00,46.391,46.438,46.333,46.391,9676,0.1345029239766081
2016-01-11 19:00:00+00:00,46.435,46.483,46.368,46.435,1830,0.1345029239766081
2016-01-12 04:00:00+00:00,46.577,46.616,46.519,46.568,441,0.0909090909090909
2016-01-12 05:00:00+00:00,46.657,46.696,46.554,46.63,2160,0.0909090909090909
2016-01-12 06:00:00+00:00,46.63,46.669,46.474,46.612,10693,0.0909090909090909
2016-01-12 07:00:00+00:00,46.666,46.882,46.607,46.834,2960,0.0909090909090909
2016-01-12 08:00:00+00:00,46.755,47.016,46.696,46.834,158467,0.0909090909090909
2016-01-12 09:00:00+00:00,46.825,47.149,46.616,46.852,4273153,0.0909090909090909
2016-01-12 10:00:00+00:00,46.861,46.971,46.519,46.745,4733692,0.0909090909090909
2016-01-12 11:00:00+00:00,46.755,46.803,46.173,46.427,4138337,0.0909090909090909
2016-01-12 12:00:00+00:00,46.444,46.669,46.129,46.364,2961982,0.0909090909090909
2016-01-12 13:00:00+00:00,46.373,46.669,46.315,46.453,2726262,0.0909090909090909
2016-01-12 14:00:00+00:00,46.47,46.891,46.129,46.843,4196127,0.0909090909090909
2016-01-12 15:00:00+00:00,46.843,47.042,46.59,46.808,7203206,0.0909090909090909
2016-01-12 16:00:00+00:00,46.825,46.865,46.634,46.745,3138666,0.0909090909090909
2016-01-12 17:00:00+00:00,46.71,46.865,46.483,46.745,135720,0.0909090909090909
2016-01-12 18:00:00+00:00,46.666,46.705,46.607,46.657,964,0.0909090909090909
2016-01-12 19:00:00+00:00,46.755,46.865,46.696,46.816,19700,0.0909090909090909
2016-01-13 04:00:00+00:00,47.562,47.699,47.44,47.553,22010,0.1724137931034483
2016-01-13 05:00:00+00:00,47.606,47.948,47.502,47.899,43284,0.1724137931034483
2016-01-13 06:00:00+00:00,47.855,47.975,47.644,47.766,26516,0.1724137931034483
2016-01-13 07:00:00+00:00,47.775,47.815,47.405,47.455,77775,0.1724137931034483
2016-01-13 08:00:00+00:00,47.686,48.072,47.405,47.863,449079,0.1724137931034483
2016-01-13 09:00:00+00:00,47.863,48.037,47.613,47.828,7269157,0.1724137931034483
2016-01-13 10:00:00+00:00,47.837,47.912,47.6,47.766,8274390,0.1724137931034483
2016-01-13 11:00:00+00:00,47.766,47.806,47.006,47.118,9115553,0.1724137931034483
2016-01-13 12:00:00+00:00,47.127,47.362,46.784,46.87,5715989,0.1724137931034483
2016-01-13 13:00:00+00:00,46.879,47.025,46.235,46.364,7609047,0.1724137931034483
2016-01-13 14:00:00+00:00,46.364,46.403,45.459,45.938,9632185,0.1724137931034483
2016-01-13 15:00:00+00:00,45.947,46.394,45.69,45.823,11177892,0.1724137931034483
2016-01-13 16:00:00+00:00,45.814,46.635,45.757,45.921,3739117,0.1724137931034483
2016-01-13 17:00:00+00:00,45.929,45.968,45.757,45.876,76110,0.1724137931034483
2016-01-13 18:00:00+00:00,45.903,45.95,45.81,45.858,3875,0.1724137931034483
2016-01-13 19:00:00+00:00,45.823,45.932,45.757,45.85,2585,0.1724137931034483
2016-01-14 05:00:00+00:00,45.912,45.95,45.854,45.903,1000,0.0989583333333333
2016-01-14 06:00:00+00:00,45.903,45.941,45.509,45.557,2964,0.0989583333333333
2016-01-14 07:00:00+00:00,45.805,46.074,45.703,46.027,6382,0.0989583333333333
2016-01-14 08:00:00+00:00,45.974,46.154,45.757,46.018,347928,0.0989583333333333
2016-01-14 09:00:00+00:00,46.045,46.252,45.757,45.903,5087062,0.0989583333333333
2016-01-14 10:00:00+00:00,45.912,46.856,45.695,46.541,10417260,0.0989583333333333
2016-01-14 11:00:00+00:00,46.559,46.989,46.333,46.941,4920850,0.0989583333333333
2016-01-14 12:00:00+00:00,46.95,47.069,46.572,46.621,4024854,0.0989583333333333
2016-01-14 13:00:00+00:00,46.63,47.149,46.474,47.04,4989583,0.0989583333333333
2016-01-14 14:00:00+00:00,47.056,47.38,46.829,47.269,4552271,0.0989583333333333
2016-01-14 15:00:00+00:00,47.287,47.43,46.917,47.065,8806869,0.0989583333333333
2016-01-14 16:00:00+00:00,47.118,47.229,46.714,46.763,5956067,0.0989583333333333
2016-01-14 17:00:00+00:00,46.799,47.007,46.66,46.879,13897,0.0989583333333333
2016-01-14 18:00:00+00:00,46.888,47.025,46.829,46.879,11000,0.0989583333333333
2016-01-14 19:00:00+00:00,46.932,46.971,46.758,46.808,4885,0.0989583333333333
2016-01-15 04:00:00+00:00,46.559,46.598,46.501,46.55,100,0.1111111111111111
2016-01-15 06:00:00+00:00,46.071,46.11,45.774,45.823,6498,0.1111111111111111
2016-01-15 07:00:00+00:00,45.929,46.243,45.872,46.08,3558,0.1111111111111111
2016-01-15 08:00:00+00:00,46.089,46.172,45.5,45.725,125302,0.1111111111111111
2016-01-15 09:00:00+00:00,45.734,46.145,45.207,45.521,11486079,0.1111111111111111
2016-01-15 10:00:00+00:00,45.53,45.932,45.287,45.411,8539463,0.1111111111111111
2016-01-15 11:00:00+00:00,45.424,45.568,45.074,45.282,6641075,0.1111111111111111
2016-01-15 12:00:00+00:00,45.291,45.382,44.649,45.158,6648558,0.1111111111111111
2016-01-15 13:00:00+00:00,45.166,45.302,44.605,45.144,7154916,0.1111111111111111
2016-01-15 14:00:00+00:00,45.158,45.488,44.915,45.388,6723105,0.1111111111111111
2016-01-15 15:00:00+00:00,45.397,45.995,44.729,45.22,11885273,0.1111111111111111
2016-01-15 16:00:00+00:00,45.22,45.373,45.163,45.238,5183425,0.1111111111111111
2016-01-15 17:00:00+00:00,45.246,45.329,45.172,45.282,15846,0.1111111111111111
2016-01-15 18:00:00+00:00,45.255,45.302,45.11,45.229,732850,0.1111111111111111
2016-01-15 19:00:00+00:00,45.237,45.373,45.181,45.264,4136,0.1111111111111111
2016-01-19 04:00:00+00:00,45.779,45.817,45.721,45.77,2100,-0.0041152263374485
2016-01-19 05:00:00+00:00,45.796,46.083,45.739,46.018,2460,-0.0041152263374485
2016-01-19 06:00:00+00:00,46.045,46.083,45.925,46.036,6600,-0.0041152263374485
2016-01-19 07:00:00+00:00,46.0,46.137,45.81,45.938,20733,-0.0041152263374485
2016-01-19 08:00:00+00:00,45.992,46.083,45.181,45.912,136533,-0.0041152263374485
2016-01-19 09:00:00+00:00,45.921,45.959,45.194,45.388,5455468,-0.0041152263374485
2016-01-19 10:00:00+00:00,45.406,45.577,44.897,44.98,5840781,-0.0041152263374485
2016-01-19 11:00:00+00:00,44.985,45.222,44.795,45.131,5380044,-0.0041152263374485
2016-01-19 12:00:00+00:00,45.131,45.204,44.685,44.824,4036061,-0.0041152263374485
2016-01-19 13:00:00+00:00,44.838,44.965,44.676,44.794,3439906,-0.0041152263374485
2016-01-19 14:00:00+00:00,44.803,44.885,44.357,44.537,4751749,-0.0041152263374485
2016-01-19 15:00:00+00:00,44.545,45.195,44.419,44.847,8631681,-0.0041152263374485
2016-01-19 16:00:00+00:00,44.856,45.043,44.685,44.847,3576511,-0.0041152263374485
2016-01-19 17:00:00+00:00,44.794,44.831,44.711,44.759,2200,-0.0041152263374485
2016-01-19 18:00:00+00:00,44.767,44.84,44.711,44.794,12151,-0.0041152263374485
2016-01-19 19:00:00+00:00,44.803,44.84,44.525,44.572,10412,-0.0041152263374485
2016-01-20 04:00:00+00:00,44.368,44.405,43.949,44.031,4065,0.0683760683760683
2016-01-20 05:00:00+00:00,43.916,43.961,43.86,43.916,300,0.0683760683760683
2016-01-20 06:00:00+00:00,43.924,44.068,43.869,44.022,2193,0.0683760683760683
2016-01-20 07:00:00+00:00,44.004,44.05,43.816,43.934,6866,0.0683760683760683
2016-01-20 08:00:00+00:00,43.942,44.307,43.86,44.217,35849,0.0683760683760683
2016-01-20 09:00:00+00:00,44.128,44.573,43.931,44.102,5541343,0.0683760683760683
2016-01-20 10:00:00+00:00,44.111,44.458,43.878,44.028,7284603,0.0683760683760683
2016-01-20 11:00:00+00:00,44.04,44.6,43.922,44.102,6433495,0.0683760683760683
2016-01-20 12:00:00+00:00,44.118,44.245,43.506,44.129,6448213,0.0683760683760683
2016-01-20 13:00:00+00:00,44.137,45.053,44.02,44.971,9151815,0.0683760683760683
2016-01-20 14:00:00+00:00,44.971,45.018,44.343,44.594,6417361,0.0683760683760683
2016-01-20 15:00:00+00:00,44.603,45.622,44.454,45.042,13826169,0.0683760683760683
2016-01-20 16:00:00+00:00,45.051,45.275,44.977,45.14,3642329,0.0683760683760683
2016-01-20 17:00:00+00:00,45.06,45.284,45.003,45.238,44788,0.0683760683760683
2016-01-20 18:00:00+00:00,45.246,45.435,45.19,45.371,2819,0.0683760683760683
2016-01-20 19:00:00+00:00,45.379,45.506,45.322,45.459,1700,0.0683760683760683
2016-01-21 04:00:00+00:00,44.741,44.778,44.685,44.732,800,0.2777777777777778
2016-01-21 06:00:00+00:00,44.838,44.876,44.569,44.83,5300,0.2777777777777778
2016-01-21 07:00:00+00:00,44.838,45.062,44.782,44.971,5200,0.2777777777777778
2016-01-21 08:00:00+00:00,45.113,45.675,45.057,45.326,45155,0.2777777777777778
2016-01-21 09:00:00+00:00,45.353,45.586,44.676,44.874,3806213,0.2777777777777778
2016-01-21 10:00:00+00:00,44.887,45.675,44.786,45.335,6602462,0.2777777777777778
2016-01-21 11:00:00+00:00,45.344,45.737,45.225,45.672,4874496,0.2777777777777778
2016-01-21 12:00:00+00:00,45.69,45.799,45.19,45.246,3341254,0.2777777777777778
2016-01-21 13:00:00+00:00,45.264,45.533,44.924,45.063,4144956,0.2777777777777778
2016-01-21 14:00:00+00:00,45.087,45.551,44.569,45.025,5376268,0.2777777777777778
2016-01-21 15:00:00+00:00,45.033,45.364,44.649,44.75,6981184,0.2777777777777778
2016-01-21 16:00:00+00:00,44.785,44.893,44.658,44.705,2368663,0.2777777777777778
2016-01-21 17:00:00+00:00,44.714,44.822,44.658,44.705,4080,0.2777777777777778
2016-01-21 18:00:00+00:00,44.696,44.805,44.64,44.759,1123,0.2777777777777778
2016-01-21 19:00:00+00:00,44.776,44.92,44.72,44.803,3791,0.2777777777777778
2016-01-22 04:00:00+00:00,45.202,45.639,45.145,45.45,2647,0.25
2016-01-22 06:00:00+00:00,45.592,45.639,45.535,45.592,3062,0.25
2016-01-22 07:00:00+00:00,45.468,45.693,45.367,45.424,8573,0.25
2016-01-22 08:00:00+00:00,45.468,45.639,45.411,45.459,73091,0.25
2016-01-22 09:00:00+00:00,45.495,46.083,45.42,45.849,4400736,0.25
2016-01-22 10:00:00+00:00,45.854,46.465,45.792,46.062,6545852,0.25
2016-01-22 11:00:00+00:00,46.071,46.314,45.867,46.165,4336363,0.25
2016-01-22 12:00:00+00:00,46.169,46.421,46.071,46.223,2869569,0.25
2016-01-22 13:00:00+00:00,46.238,46.39,46.071,46.302,2350653,0.25
2016-01-22 14:00:00+00:00,46.303,46.438,46.129,46.329,3559550,0.25
2016-01-22 15:00:00+00:00,46.338,46.438,46.093,46.382,6786720,0.25
2016-01-22 16:00:00+00:00,46.391,46.43,46.253,46.382,3041252,0.25
2016-01-22 17:00:00+00:00,46.391,46.589,46.297,46.479,9827,0.25
2016-01-22 18:00:00+00:00,46.471,46.527,46.386,46.479,15975,0.25
2016-01-22 19:00:00+00:00,46.488,46.616,46.43,46.524,10573,0.25
2016-01-25 04:00:00+00:00,46.222,46.261,46.164,46.213,3400,0.1955555555555555
2016-01-25 06:00:00+00:00,46.187,46.225,46.12,46.169,851,0.1955555555555555
2016-01-25 07:00:00+00:00,46.4,46.438,46.253,46.302,3447,0.1955555555555555
2016-01-25 08:00:00+00:00,46.222,46.438,46.031,46.089,18879,0.1955555555555555
2016-01-25 09:00:00+00:00,46.107,46.288,45.872,46.187,3809435,0.1955555555555555
2016-01-25 10:00:00+00:00,46.187,46.376,45.978,46.284,4208420,0.1955555555555555
2016-01-25 11:00:00+00:00,46.284,46.385,46.076,46.227,3038785,0.1955555555555555
2016-01-25 12:00:00+00:00,46.231,46.598,46.147,46.515,3029013,0.1955555555555555
2016-01-25 13:00:00+00:00,46.533,46.749,46.35,46.417,3083757,0.1955555555555555
2016-01-25 14:00:00+00:00,46.426,46.616,46.315,46.506,2872566,0.1955555555555555
2016-01-25 15:00:00+00:00,46.515,46.652,45.766,45.921,9054238,0.1955555555555555
2016-01-25 16:00:00+00:00,45.947,46.021,45.783,45.921,1902567,0.1955555555555555
2016-01-25 17:00:00+00:00,45.929,45.968,45.792,45.841,800,0.1955555555555555
2016-01-25 18:00:00+00:00,45.858,45.968,45.792,45.858,3000,0.1955555555555555
2016-01-25 19:00:00+00:00,45.867,45.906,45.757,45.805,1950,0.1955555555555555
2016-01-26 04:00:00+00:00,45.512,45.551,45.455,45.504,900,0.2816901408450704
2016-01-26 06:00:00+00:00,45.912,45.968,45.845,45.921,1400,0.2816901408450704
2016-01-26 07:00:00+00:00,46.045,46.083,45.978,46.036,2200,0.2816901408450704
2016-01-26 08:00:00+00:00,46.0,46.172,45.854,45.938,37197,0.2816901408450704
2016-01-26 09:00:00+00:00,46.045,46.421,45.677,45.867,4143901,0.2816901408450704
2016-01-26 10:00:00+00:00,45.885,46.418,45.73,46.249,4444776,0.2816901408450704
2016-01-26 11:00:00+00:00,46.249,46.545,46.155,46.249,3061025,0.2816901408450704
2016-01-26 12:00:00+00:00,46.249,46.563,46.173,46.32,2430819,0.2816901408450704
2016-01-26 13:00:00+00:00,46.329,46.554,46.173,46.4,2330734,0.2816901408450704
2016-01-26 14:00:00+00:00,46.413,46.465,46.129,46.24,2645435,0.2816901408450704
2016-01-26 15:00:00+00:00,46.249,46.447,46.058,46.284,5515391,0.2816901408450704
2016-01-26 16:00:00+00:00,46.284,46.35,46.12,46.169,2492389,0.2816901408450704
2016-01-26 17:00:00+00:00,46.142,46.323,45.969,46.062,120338,0.2816901408450704
2016-01-26 18:00:00+00:00,46.071,46.172,45.943,46.125,1522,0.2816901408450704
2016-01-26 19:00:00+00:00,46.036,46.101,45.925,46.054,1275,0.2816901408450704
2016-01-27 04:00:00+00:00,45.947,45.986,45.89,45.938,3897,0.2059925093632958
2016-01-27 07:00:00+00:00,45.938,46.066,45.872,46.018,1630,0.2059925093632958
2016-01-27 08:00:00+00:00,45.956,46.234,45.898,46.151,9766,0.2059925093632958
2016-01-27 09:00:00+00:00,46.178,46.323,46.04,46.133,2838525,0.2059925093632958
2016-01-27 10:00:00+00:00,46.133,46.181,45.411,45.838,4749844,0.2059925093632958
2016-01-27 11:00:00+00:00,45.841,46.323,45.677,46.156,3074119,0.2059925093632958
2016-01-27 12:00:00+00:00,46.169,46.336,46.076,46.169,2411080,0.2059925093632958
2016-01-27 13:00:00+00:00,46.178,46.279,45.987,46.187,2356924,0.2059925093632958
2016-01-27 14:00:00+00:00,46.204,46.35,45.438,45.588,5929639,0.2059925093632958
2016-01-27 15:00:00+00:00,45.595,45.636,45.207,45.424,9798377,0.2059925093632958
2016-01-27 16:00:00+00:00,45.441,45.781,45.367,45.592,2853891,0.2059925093632958
2016-01-27 17:00:00+00:00,45.601,46.172,45.509,45.992,52014,0.2059925093632958
2016-01-27 18:00:00+00:00,46.054,46.092,45.73,45.779,20146,0.2059925093632958
2016-01-27 19:00:00+00:00,45.823,45.977,45.553,45.761,15535,0.2059925093632958
2016-01-28 04:00:00+00:00,46.0,46.039,45.943,45.992,1249,0.2280701754385964
2016-01-28 06:00:00+00:00,45.867,45.906,45.65,45.699,5831,0.2280701754385964
2016-01-28 07:00:00+00:00,45.601,45.888,45.544,45.814,5996,0.2280701754385964
2016-01-28 08:00:00+00:00,45.832,45.879,45.571,45.743,43662,0.2280701754385964
2016-01-28 09:00:00+00:00,45.752,46.305,45.602,46.191,5638458,0.2280701754385964
2016-01-28 10:00:00+00:00,46.196,46.234,45.411,45.672,6973136,0.2280701754385964
2016-01-28 11:00:00+00:00,45.677,46.074,45.438,45.561,5112150,0.2280701754385964
2016-01-28 12:00:00+00:00,45.566,46.359,45.491,46.027,5258468,0.2280701754385964
2016-01-28 13:00:00+00:00,46.031,46.19,45.588,45.743,6091384,0.2280701754385964
2016-01-28 14:00:00+00:00,45.743,46.19,45.645,45.912,6113508,0.2280701754385964
2016-01-28 15:00:00+00:00,45.921,46.35,45.828,46.178,12040956,0.2280701754385964
2016-01-28 16:00:00+00:00,46.182,50.052,45.455,47.987,9350743,0.2280701754385964
2016-01-28 17:00:00+00:00,47.961,48.028,46.519,46.879,950189,0.2280701754385964
2016-01-28 18:00:00+00:00,46.888,48.303,46.74,47.987,638204,0.2280701754385964
2016-01-28 19:00:00+00:00,47.997,48.348,47.671,48.12,74236,0.2280701754385964
2016-01-29 04:00:00+00:00,48.13,48.17,47.848,47.899,6930,0.2506265664160401
2016-01-29 05:00:00+00:00,47.863,47.904,47.582,47.632,1448,0.2506265664160401
2016-01-29 06:00:00+00:00,47.801,48.197,47.635,48.076,60230,0.2506265664160401
2016-01-29 07:00:00+00:00,48.085,48.614,48.025,48.307,138767,0.2506265664160401
2016-01-29 08:00:00+00:00,48.272,48.587,47.688,48.138,523933,0.2506265664160401
2016-01-29 09:00:00+00:00,48.156,48.667,47.848,48.342,15818873,0.2506265664160401
2016-01-29 10:00:00+00:00,48.347,48.778,48.043,48.178,11312763,0.2506265664160401
2016-01-29 11:00:00+00:00,48.192,48.596,48.078,48.493,7246456,0.2506265664160401
2016-01-29 12:00:00+00:00,48.511,48.845,48.353,48.694,6317129,0.2506265664160401
2016-01-29 13:00:00+00:00,48.7,48.818,48.548,48.688,5706085,0.2506265664160401
2016-01-29 14:00:00+00:00,48.702,48.84,48.486,48.746,5676979,0.2506265664160401
2016-01-29 15:00:00+00:00,48.76,48.889,48.503,48.83,15545025,0.2506265664160401
2016-01-29 16:00:00+00:00,48.831,48.916,48.645,48.786,11531270,0.2506265664160401
2016-01-29 17:00:00+00:00,48.813,48.854,48.707,48.786,14321,0.2506265664160401
2016-01-29 18:00:00+00:00,48.786,48.854,48.707,48.803,16639,0.2506265664160401
2016-01-29 19:00:00+00:00,48.813,48.854,48.716,48.794,5590,0.2506265664160401
2016-02-01 04:00:00+00:00,48.705,48.746,48.649,48.696,600,0.1691542288557214
2016-02-01 05:00:00+00:00,48.59,48.631,48.534,48.58,400,0.1691542288557214
2016-02-01 06:00:00+00:00,48.59,48.719,48.472,48.58,1800,0.1691542288557214
2016-02-01 07:00:00+00:00,48.537,48.586,48.26,48.305,6601,0.1691542288557214
2016-02-01 08:00:00+00:00,48.395,48.915,48.286,48.412,39387,0.1691542288557214
2016-02-01 09:00:00+00:00,48.874,48.915,48.37,48.511,5054692,0.1691542288557214
2016-02-01 10:00:00+00:00,48.528,48.906,48.295,48.74,6017907,0.1691542288557214
2016-02-01 11:00:00+00:00,48.75,48.844,48.481,48.572,4008250,0.1691542288557214
2016-02-01 12:00:00+00:00,48.59,48.688,48.375,48.516,3337186,0.1691542288557214
2016-02-01 13:00:00+00:00,48.523,48.684,48.384,48.549,3561487,0.1691542288557214
2016-02-01 14:00:00+00:00,48.554,48.71,48.291,48.651,5559654,0.1691542288557214
2016-02-01 15:00:00+00:00,48.665,48.879,48.419,48.492,10189212,0.1691542288557214
2016-02-01 16:00:00+00:00,48.537,48.684,48.384,48.474,3581657,0.1691542288557214
2016-02-01 17:00:00+00:00,48.528,48.577,48.428,48.518,7100,0.1691542288557214
2016-02-01 18:00:00+00:00,48.484,48.524,48.339,48.385,7390,0.1691542288557214
2016-02-01 19:00:00+00:00,48.439,48.48,48.339,48.385,904,0.1691542288557214
2016-02-02 04:00:00+00:00,48.217,48.258,47.763,47.889,4511,0.1737089201877934
2016-02-02 06:00:00+00:00,47.933,47.973,47.843,47.889,7280,0.1737089201877934
2016-02-02 07:00:00+00:00,48.12,48.178,47.976,48.119,37041,0.1737089201877934
2016-02-02 08:00:00+00:00,48.155,48.213,47.87,47.942,40849,0.1737089201877934
